,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS_1,Unnamed: 7,Attendee,Notes,Season,Date_New
0,8:00p,Orlando Magic,84,New Orleans Pelicans,101,,17097,,2015,2014-10-28
1,8:00p,Dallas Mavericks,100,San Antonio Spurs,101,,19615,,2015,2014-10-28
2,10:30p,Houston Rockets,108,Los Angeles Lakers,90,,18997,,2015,2014-10-28
3,7:00p,Milwaukee Bucks,106,Charlotte Hornets,108,OT,19439,,2015,2014-10-29
4,7:00p,Philadelphia 76ers,91,Indiana Pacers,103,,18165,,2015,2014-10-29
5,7:30p,Atlanta Hawks,102,Toronto Raptors,109,,19800,,2015,2014-10-29
6,7:30p,Washington Wizards,95,Miami Heat,107,,19744,,2015,2014-10-29
7,7:30p,Brooklyn Nets,105,Boston Celtics,121,,18624,,2015,2014-10-29
8,8:00p,Chicago Bulls,104,New York Knicks,80,,19812,,2015,2014-10-29
9,8:00p,Minnesota Timberwolves,101,Memphis Grizzlies,105,,17731,,2015,2014-10-29
10,9:00p,Detroit Pistons,79,Denver Nuggets,89,,17136,,2015,2014-10-29
11,9:00p,Houston Rockets,104,Utah Jazz,93,,19911,,2015,2014-10-29
12,10:00p,Los Angeles Lakers,99,Phoenix Suns,119,,17523,,2015,2014-10-29
13,10:00p,Golden State Warriors,95,Sacramento Kings,77,,17317,,2015,2014-10-29
14,10:30p,Oklahoma City Thunder,89,Portland Trail Blazers,106,,19441,,2015,2014-10-29
15,7:00p,Washington Wizards,105,Orlando Magic,98,,18846,,2015,2014-10-30
16,8:00p,New York Knicks,95,Cleveland Cavaliers,90,,20562,,2015,2014-10-30
17,8:00p,Detroit Pistons,91,Minnesota Timberwolves,97,,18296,,2015,2014-10-30
18,8:30p,Utah Jazz,102,Dallas Mavericks,120,,19697,,2015,2014-10-30
19,10:30p,Oklahoma City Thunder,90,Los Angeles Clippers,93,,19060,,2015,2014-10-30
20,7:00p,Memphis Grizzlies,97,Indiana Pacers,89,,14441,,2015,2014-10-31
21,8:00p,Cleveland Cavaliers,114,Chicago Bulls,108,OT,22879,,2015,2014-10-31
22,8:30p,Philadelphia 76ers,81,Milwaukee Bucks,93,,18717,,2015,2014-10-31
23,10:00p,San Antonio Spurs,89,Phoenix Suns,94,,15050,,2015,2014-10-31
24,10:00p,Portland Trail Blazers,94,Sacramento Kings,103,,14648,,2015,2014-10-31
25,10:30p,Los Angeles Clippers,118,Los Angeles Lakers,111,,18997,,2015,2014-10-31
26,7:00p,Memphis Grizzlies,71,Charlotte Hornets,69,,18133,,2015,2014-11-01
27,7:00p,Dallas Mavericks,109,New Orleans Pelicans,104,,14547,,2015,2014-11-01
28,7:00p,Toronto Raptors,108,Orlando Magic,95,,16141,,2015,2014-11-01
29,7:00p,Miami Heat,114,Philadelphia 76ers,96,,19753,,2015,2014-11-01
30,7:00p,Milwaukee Bucks,97,Washington Wizards,108,,17992,,2015,2014-11-01
31,7:30p,Indiana Pacers,92,Atlanta Hawks,102,,19118,,2015,2014-11-01
32,7:30p,Brooklyn Nets,102,Detroit Pistons,90,,19904,,2015,2014-11-01
33,8:00p,Boston Celtics,90,Houston Rockets,104,,18309,,2015,2014-11-01
34,8:00p,Chicago Bulls,106,Minnesota Timberwolves,105,,19356,,2015,2014-11-01
35,8:00p,Denver Nuggets,91,Oklahoma City Thunder,102,,18203,,2015,2014-11-01
36,9:00p,Phoenix Suns,91,Utah Jazz,118,,17721,,2015,2014-11-01
37,10:30p,Los Angeles Lakers,104,Golden State Warriors,127,,19596,,2015,2014-11-01
38,3:30p,Sacramento Kings,98,Los Angeles Clippers,92,,19060,,2015,2014-11-02
39,6:00p,Toronto Raptors,102,Miami Heat,107,,19666,,2015,2014-11-02
40,7:30p,Charlotte Hornets,93,New York Knicks,96,,19812,,2015,2014-11-02
41,9:00p,Golden State Warriors,95,Portland Trail Blazers,90,,19441,,2015,2014-11-02
42,7:00p,Houston Rockets,104,Philadelphia 76ers,93,,12896,,2015,2014-11-03
43,7:30p,Oklahoma City Thunder,85,Brooklyn Nets,116,,17732,,2015,2014-11-03
44,8:00p,New Orleans Pelicans,81,Memphis Grizzlies,93,,15302,,2015,2014-11-03
45,8:30p,Boston Celtics,113,Dallas Mavericks,118,,19948,,2015,2014-11-03
46,9:00p,Sacramento Kings,110,Denver Nuggets,105,,12516,,2015,2014-11-03
47,10:30p,Utah Jazz,101,Los Angeles Clippers,107,,19060,,2015,2014-11-03
48,7:00p,Milwaukee Bucks,87,Indiana Pacers,81,,15012,,2015,2014-11-04
49,7:30p,Houston Rockets,108,Miami Heat,91,,19666,,2015,2014-11-04
50,7:30p,Washington Wizards,98,New York Knicks,83,,19812,,2015,2014-11-04
51,7:30p,Oklahoma City Thunder,88,Toronto Raptors,100,,18877,,2015,2014-11-04
52,8:00p,Orlando Magic,90,Chicago Bulls,98,,21809,,2015,2014-11-04
53,8:00p,Charlotte Hornets,91,New Orleans Pelicans,100,,14840,,2015,2014-11-04
54,10:00p,Cleveland Cavaliers,82,Portland Trail Blazers,101,,19441,,2015,2014-11-04
55,10:30p,Phoenix Suns,112,Los Angeles Lakers,106,,18997,,2015,2014-11-04
56,7:00p,Miami Heat,89,Charlotte Hornets,96,,15874,,2015,2014-11-05
57,7:00p,Orlando Magic,91,Philadelphia 76ers,89,,12111,,2015,2014-11-05
58,7:30p,Toronto Raptors,110,Boston Celtics,107,,16249,,2015,2014-11-05
59,7:30p,Minnesota Timberwolves,98,Brooklyn Nets,91,,16302,,2015,2014-11-05
60,7:30p,New York Knicks,95,Detroit Pistons,98,,11915,,2015,2014-11-05
61,8:00p,Chicago Bulls,95,Milwaukee Bucks,86,,13098,,2015,2014-11-05
62,8:00p,Indiana Pacers,94,Washington Wizards,96,OT,15268,,2015,2014-11-05
63,8:30p,Atlanta Hawks,92,San Antonio Spurs,94,,18581,,2015,2014-11-05
64,9:00p,Memphis Grizzlies,102,Phoenix Suns,91,,15377,,2015,2014-11-05
65,9:00p,Cleveland Cavaliers,100,Utah Jazz,102,,19911,,2015,2014-11-05
66,10:00p,Denver Nuggets,109,Sacramento Kings,131,,14539,,2015,2014-11-05
67,10:30p,Los Angeles Clippers,104,Golden State Warriors,121,,19596,,2015,2014-11-05
68,8:00p,San Antonio Spurs,81,Houston Rockets,98,,18311,,2015,2014-11-06
69,10:30p,Dallas Mavericks,87,Portland Trail Blazers,108,,19441,,2015,2014-11-06
70,7:00p,Atlanta Hawks,119,Charlotte Hornets,122,2OT,15891,,2015,2014-11-07
71,7:00p,Minnesota Timberwolves,103,Orlando Magic,112,OT,16379,,2015,2014-11-07
72,7:00p,Chicago Bulls,118,Philadelphia 76ers,115,,16820,,2015,2014-11-07
73,7:30p,Indiana Pacers,98,Boston Celtics,101,,17122,,2015,2014-11-07
74,7:30p,New York Knicks,99,Brooklyn Nets,110,,17732,,2015,2014-11-07
75,7:30p,Milwaukee Bucks,95,Detroit Pistons,98,,16102,,2015,2014-11-07
76,7:30p,Washington Wizards,84,Toronto Raptors,103,,19800,,2015,2014-11-07
77,8:00p,Memphis Grizzlies,91,Oklahoma City Thunder,89,,18203,,2015,2014-11-07
78,9:00p,Sacramento Kings,114,Phoenix Suns,112,2OT,15476,,2015,2014-11-07
79,9:00p,Dallas Mavericks,105,Utah Jazz,82,,18419,,2015,2014-11-07
80,10:30p,Cleveland Cavaliers,110,Denver Nuggets,101,,19623,,2015,2014-11-07
81,3:30p,Portland Trail Blazers,102,Los Angeles Clippers,106,,19060,,2015,2014-11-08
82,7:00p,Washington Wizards,97,Indiana Pacers,90,,17302,,2015,2014-11-08
83,7:30p,New York Knicks,96,Atlanta Hawks,103,,17521,,2015,2014-11-08
84,7:30p,Minnesota Timberwolves,92,Miami Heat,102,,19735,,2015,2014-11-08
85,8:00p,Boston Celtics,106,Chicago Bulls,101,,22104,,2015,2014-11-08
86,8:00p,Golden State Warriors,98,Houston Rockets,87,,18312,,2015,2014-11-08
87,8:30p,Memphis Grizzlies,92,Milwaukee Bucks,93,,13841,,2015,2014-11-08
88,8:30p,New Orleans Pelicans,100,San Antonio Spurs,99,,18581,,2015,2014-11-08
89,3:30p,Orlando Magic,96,Brooklyn Nets,104,,16127,,2015,2014-11-09
90,6:00p,Utah Jazz,97,Detroit Pistons,96,,12888,,2015,2014-11-09
91,7:00p,Sacramento Kings,93,Oklahoma City Thunder,101,,18203,,2015,2014-11-09
92,7:00p,Philadelphia 76ers,88,Toronto Raptors,120,,18470,,2015,2014-11-09
93,7:30p,Miami Heat,105,Dallas Mavericks,96,,20195,,2015,2014-11-09
94,8:00p,Golden State Warriors,95,Phoenix Suns,107,,16046,,2015,2014-11-09
95,9:00p,Denver Nuggets,100,Portland Trail Blazers,116,,16046,,2015,2014-11-09
96,9:30p,Charlotte Hornets,92,Los Angeles Lakers,107,,18997,,2015,2014-11-09
97,7:00p,New Orleans Pelicans,111,Cleveland Cavaliers,118,,20562,,2015,2014-11-10
98,7:00p,Utah Jazz,86,Indiana Pacers,97,,12513,,2015,2014-11-10
99,7:30p,Atlanta Hawks,91,New York Knicks,85,,19812,,2015,2014-11-10
100,8:00p,Detroit Pistons,91,Chicago Bulls,102,,21431,,2015,2014-11-10
101,10:30p,San Antonio Spurs,89,Los Angeles Clippers,85,,19313,,2015,2014-11-10
102,7:30p,Orlando Magic,100,Toronto Raptors,104,,19800,,2015,2014-11-11
103,8:00p,Los Angeles Lakers,102,Memphis Grizzlies,107,,17618,,2015,2014-11-11
104,8:00p,Oklahoma City Thunder,78,Milwaukee Bucks,85,,12390,,2015,2014-11-11
105,8:30p,Sacramento Kings,98,Dallas Mavericks,106,,19663,,2015,2014-11-11
106,10:00p,Charlotte Hornets,100,Portland Trail Blazers,102,,18495,,2015,2014-11-11
107,10:30p,San Antonio Spurs,113,Golden State Warriors,100,,19596,,2015,2014-11-11
108,7:00p,Detroit Pistons,103,Washington Wizards,107,,14708,,2015,2014-11-12
109,7:30p,Utah Jazz,97,Atlanta Hawks,100,,12595,,2015,2014-11-12
110,7:30p,Oklahoma City Thunder,109,Boston Celtics,94,,17043,,2015,2014-11-12
111,7:30p,Indiana Pacers,81,Miami Heat,75,,19658,,2015,2014-11-12
112,7:30p,Orlando Magic,97,New York Knicks,95,,19812,,2015,2014-11-12
113,8:00p,Los Angeles Lakers,102,New Orleans Pelicans,109,,17359,,2015,2014-11-12
114,9:00p,Portland Trail Blazers,130,Denver Nuggets,113,,12611,,2015,2014-11-12
115,9:00p,Brooklyn Nets,104,Phoenix Suns,112,,15184,,2015,2014-11-12
116,10:00p,Houston Rockets,113,Minnesota Timberwolves,101,,18996,"at Mexico City, Mexico",2015,2014-11-12
117,8:00p,Sacramento Kings,110,Memphis Grizzlies,111,,15666,,2015,2014-11-13
118,8:00p,Chicago Bulls,100,Toronto Raptors,93,,19800,,2015,2014-11-13
119,8:30p,Philadelphia 76ers,70,Dallas Mavericks,123,,19604,,2015,2014-11-13
120,10:30p,Brooklyn Nets,99,Golden State Warriors,107,,19596,,2015,2014-11-13
121,7:00p,Denver Nuggets,108,Indiana Pacers,87,,16286,,2015,2014-11-14
122,7:00p,Milwaukee Bucks,85,Orlando Magic,101,,15947,,2015,2014-11-14
123,7:30p,Miami Heat,103,Atlanta Hawks,114,,17090,,2015,2014-11-14
124,7:30p,Cleveland Cavaliers,122,Boston Celtics,121,,18624,,2015,2014-11-14
125,7:30p,Utah Jazz,102,New York Knicks,100,,19812,,2015,2014-11-14
126,8:00p,Philadelphia 76ers,87,Houston Rockets,88,,18138,,2015,2014-11-14
127,8:00p,Minnesota Timberwolves,91,New Orleans Pelicans,139,,14775,,2015,2014-11-14
128,8:00p,Detroit Pistons,96,Oklahoma City Thunder,89,OT,18203,,2015,2014-11-14
129,9:00p,Charlotte Hornets,103,Phoenix Suns,95,,16291,,2015,2014-11-14
130,10:00p,San Antonio Spurs,93,Los Angeles Lakers,80,,18997,,2015,2014-11-14
131,7:00p,Orlando Magic,93,Washington Wizards,98,,19110,,2015,2014-11-15
132,7:30p,Atlanta Hawks,94,Cleveland Cavaliers,127,,20562,,2015,2014-11-15
133,7:30p,Utah Jazz,93,Toronto Raptors,111,,19800,,2015,2014-11-15
134,8:00p,Indiana Pacers,99,Chicago Bulls,90,,22248,,2015,2014-11-15
135,8:00p,Detroit Pistons,88,Memphis Grizzlies,95,,17215,,2015,2014-11-15
136,8:30p,Minnesota Timberwolves,117,Dallas Mavericks,131,,19730,,2015,2014-11-15
137,10:00p,Brooklyn Nets,87,Portland Trail Blazers,97,,19441,,2015,2014-11-15
138,10:00p,San Antonio Spurs,91,Sacramento Kings,94,,17317,,2015,2014-11-15
139,10:30p,Charlotte Hornets,87,Golden State Warriors,112,,19596,,2015,2014-11-15
140,10:30p,Phoenix Suns,107,Los Angeles Clippers,120,,19060,,2015,2014-11-15
141,1:00p,Denver Nuggets,93,New York Knicks,109,,19812,,2015,2014-11-16
142,6:00p,Milwaukee Bucks,91,Miami Heat,84,,19680,,2015,2014-11-16
143,7:00p,Houston Rockets,69,Oklahoma City Thunder,65,,18203,,2015,2014-11-16
144,9:30p,Golden State Warriors,136,Los Angeles Lakers,115,,18997,,2015,2014-11-16
145,7:00p,Dallas Mavericks,107,Charlotte Hornets,80,,15345,,2015,2014-11-17
146,7:00p,Denver Nuggets,106,Cleveland Cavaliers,97,,20562,,2015,2014-11-17
147,7:30p,Phoenix Suns,118,Boston Celtics,114,,16726,,2015,2014-11-17
148,7:30p,Miami Heat,95,Brooklyn Nets,83,,17732,,2015,2014-11-17
149,7:30p,Orlando Magic,107,Detroit Pistons,93,,11619,,2015,2014-11-17
150,8:00p,Houston Rockets,93,Memphis Grizzlies,119,,17012,,2015,2014-11-17
151,8:30p,Philadelphia 76ers,75,San Antonio Spurs,100,,18581,,2015,2014-11-17
152,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,102,,19441,,2015,2014-11-17
153,10:30p,Chicago Bulls,105,Los Angeles Clippers,89,,19319,,2015,2014-11-17
154,7:30p,Los Angeles Lakers,114,Atlanta Hawks,109,,17848,,2015,2014-11-18
155,8:00p,New York Knicks,113,Milwaukee Bucks,117,,12190,,2015,2014-11-18
156,9:00p,Oklahoma City Thunder,81,Utah Jazz,98,,17190,,2015,2014-11-18
157,10:00p,New Orleans Pelicans,106,Sacramento Kings,100,,16526,,2015,2014-11-18
158,7:00p,San Antonio Spurs,92,Cleveland Cavaliers,90,,20562,,2015,2014-11-19
159,7:00p,Charlotte Hornets,86,Indiana Pacers,88,,14748,,2015,2014-11-19
160,7:00p,Los Angeles Clippers,114,Orlando Magic,90,,16034,,2015,2014-11-19
161,7:00p,Boston Celtics,101,Philadelphia 76ers,90,,12701,,2015,2014-11-19
162,7:00p,Dallas Mavericks,105,Washington Wizards,102,,16374,,2015,2014-11-19
163,7:30p,Milwaukee Bucks,122,Brooklyn Nets,118,3OT,15694,,2015,2014-11-19
164,7:30p,Phoenix Suns,88,Detroit Pistons,86,,10686,,2015,2014-11-19
165,7:30p,Memphis Grizzlies,92,Toronto Raptors,96,,19800,,2015,2014-11-19
166,8:00p,New York Knicks,99,Minnesota Timberwolves,115,,15304,,2015,2014-11-19
167,9:00p,Oklahoma City Thunder,100,Denver Nuggets,107,,14140,,2015,2014-11-19
168,9:30p,Los Angeles Lakers,98,Houston Rockets,92,,18245,,2015,2014-11-19
169,8:00p,Los Angeles Clippers,110,Miami Heat,93,,19685,,2015,2014-11-20
170,10:30p,Chicago Bulls,88,Sacramento Kings,103,,17317,,2015,2014-11-20
171,7:00p,Orlando Magic,105,Charlotte Hornets,100,,18126,,2015,2014-11-21
172,7:00p,Phoenix Suns,122,Philadelphia 76ers,96,,16789,,2015,2014-11-21
173,7:30p,Detroit Pistons,89,Atlanta Hawks,99,,16517,,2015,2014-11-21
174,7:30p,Milwaukee Bucks,82,Toronto Raptors,124,,19800,,2015,2014-11-21
175,8:00p,Boston Celtics,100,Memphis Grizzlies,117,,17712,,2015,2014-11-21
176,8:00p,San Antonio Spurs,121,Minnesota Timberwolves,92,,12414,,2015,2014-11-21
177,8:00p,Brooklyn Nets,94,Oklahoma City Thunder,92,,18203,,2015,2014-11-21
178,8:00p,Cleveland Cavaliers,78,Washington Wizards,91,,20356,,2015,2014-11-21
179,8:30p,Los Angeles Lakers,106,Dallas Mavericks,140,,20353,,2015,2014-11-21
180,9:00p,New Orleans Pelicans,97,Denver Nuggets,117,,15232,,2015,2014-11-21
181,10:30p,Utah Jazz,88,Golden State Warriors,101,,19596,,2015,2014-11-21
182,10:30p,Chicago Bulls,87,Portland Trail Blazers,105,,19866,,2015,2014-11-21
183,7:00p,Phoenix Suns,106,Indiana Pacers,83,,16870,,2015,2014-11-22
184,7:00p,Miami Heat,99,Orlando Magic,92,,18846,,2015,2014-11-22
185,7:30p,Toronto Raptors,110,Cleveland Cavaliers,93,,20562,,2015,2014-11-22
186,7:30p,Philadelphia 76ers,83,New York Knicks,91,,19812,,2015,2014-11-22
187,8:00p,Dallas Mavericks,92,Houston Rockets,95,,18244,,2015,2014-11-22
188,8:00p,Sacramento Kings,113,Minnesota Timberwolves,101,,13191,,2015,2014-11-22
189,8:30p,Washington Wizards,111,Milwaukee Bucks,100,,14254,,2015,2014-11-22
190,8:30p,Brooklyn Nets,87,San Antonio Spurs,99,,18581,,2015,2014-11-22
191,9:00p,New Orleans Pelicans,106,Utah Jazz,94,,18452,,2015,2014-11-22
192,6:00p,Portland Trail Blazers,94,Boston Celtics,88,,16692,,2015,2014-11-23
193,6:00p,Los Angeles Clippers,91,Memphis Grizzlies,107,,18119,,2015,2014-11-23
194,6:00p,Charlotte Hornets,93,Miami Heat,94,,19639,,2015,2014-11-23
195,7:00p,Golden State Warriors,91,Oklahoma City Thunder,86,,18203,,2015,2014-11-23
196,9:30p,Denver Nuggets,101,Los Angeles Lakers,94,OT,18997,,2015,2014-11-23
197,7:00p,Los Angeles Clippers,113,Charlotte Hornets,92,,17180,,2015,2014-11-24
198,7:00p,Orlando Magic,74,Cleveland Cavaliers,106,,20562,,2015,2014-11-24
199,7:00p,Portland Trail Blazers,114,Philadelphia 76ers,104,,11094,,2015,2014-11-24
200,7:30p,Phoenix Suns,100,Toronto Raptors,104,,19800,,2015,2014-11-24
201,8:00p,New York Knicks,86,Houston Rockets,91,,18133,,2015,2014-11-24
202,8:30p,Indiana Pacers,111,Dallas Mavericks,100,,19850,,2015,2014-11-24
203,9:00p,Chicago Bulls,97,Utah Jazz,95,,18904,,2015,2014-11-24
204,7:00p,Atlanta Hawks,106,Washington Wizards,102,,15440,,2015,2014-11-25
205,7:30p,Golden State Warriors,114,Miami Heat,97,,19647,,2015,2014-11-25
206,8:00p,Detroit Pistons,86,Milwaukee Bucks,98,,15265,,2015,2014-11-25
207,8:00p,Sacramento Kings,99,New Orleans Pelicans,89,,17037,,2015,2014-11-25
208,9:00p,Chicago Bulls,109,Denver Nuggets,114,,17033,,2015,2014-11-25
209,7:00p,Portland Trail Blazers,105,Charlotte Hornets,97,,16972,,2015,2014-11-26
210,7:00p,Washington Wizards,87,Cleveland Cavaliers,113,,20562,,2015,2014-11-26
211,7:00p,Golden State Warriors,111,Orlando Magic,96,,17702,,2015,2014-11-26
212,7:00p,Brooklyn Nets,99,Philadelphia 76ers,91,,11223,,2015,2014-11-26
213,7:30p,Toronto Raptors,126,Atlanta Hawks,115,,16253,,2015,2014-11-26
214,7:30p,New York Knicks,102,Dallas Mavericks,109,OT,20352,,2015,2014-11-26
215,7:30p,Los Angeles Clippers,104,Detroit Pistons,98,,13461,,2015,2014-11-26
216,8:00p,Sacramento Kings,89,Houston Rockets,102,,18058,,2015,2014-11-26
217,8:00p,Milwaukee Bucks,103,Minnesota Timberwolves,86,,14710,,2015,2014-11-26
218,8:00p,Utah Jazz,82,Oklahoma City Thunder,97,,18203,,2015,2014-11-26
219,8:30p,Indiana Pacers,100,San Antonio Spurs,106,,18581,,2015,2014-11-26
220,9:00p,Denver Nuggets,112,Phoenix Suns,120,,16099,,2015,2014-11-26
221,10:30p,Memphis Grizzlies,99,Los Angeles Lakers,93,,18997,,2015,2014-11-26
222,1:00p,Chicago Bulls,109,Boston Celtics,102,,18203,,2015,2014-11-28
223,7:00p,Golden State Warriors,106,Charlotte Hornets,101,,19381,,2015,2014-11-28
224,7:30p,New Orleans Pelicans,91,Atlanta Hawks,100,,17079,,2015,2014-11-28
225,7:30p,Milwaukee Bucks,104,Detroit Pistons,88,,13127,,2015,2014-11-28
226,7:30p,Dallas Mavericks,106,Toronto Raptors,102,,19800,,2015,2014-11-28
227,8:00p,Los Angeles Clippers,102,Houston Rockets,85,,18226,,2015,2014-11-28
228,8:00p,Orlando Magic,83,Indiana Pacers,98,,18165,,2015,2014-11-28
229,8:00p,New York Knicks,78,Oklahoma City Thunder,105,,18203,,2015,2014-11-28
230,8:30p,Sacramento Kings,104,San Antonio Spurs,112,,18581,,2015,2014-11-28
231,9:00p,Phoenix Suns,97,Denver Nuggets,122,,15509,,2015,2014-11-28
232,10:00p,Memphis Grizzlies,112,Portland Trail Blazers,99,,19459,,2015,2014-11-28
233,10:30p,Minnesota Timberwolves,120,Los Angeles Lakers,119,,18997,,2015,2014-11-28
234,7:00p,Dallas Mavericks,110,Philadelphia 76ers,103,,16145,,2015,2014-11-29
235,7:00p,New Orleans Pelicans,80,Washington Wizards,83,,17581,,2015,2014-11-29
236,7:30p,Charlotte Hornets,75,Atlanta Hawks,105,,14185,,2015,2014-11-29
237,7:30p,Indiana Pacers,97,Cleveland Cavaliers,109,,20562,,2015,2014-11-29
238,9:00p,Houston Rockets,117,Milwaukee Bucks,103,,16119,,2015,2014-11-29
239,9:00p,Los Angeles Clippers,112,Utah Jazz,96,,18479,,2015,2014-11-29
240,1:00p,San Antonio Spurs,111,Boston Celtics,89,,17121,,2015,2014-11-30
241,3:00p,Chicago Bulls,102,Brooklyn Nets,84,,17732,,2015,2014-11-30
242,3:30p,Golden State Warriors,104,Detroit Pistons,93,,12737,,2015,2014-11-30
243,6:00p,Memphis Grizzlies,97,Sacramento Kings,85,,16240,,2015,2014-11-30
244,7:30p,Miami Heat,86,New York Knicks,79,,19812,,2015,2014-11-30
245,8:00p,Orlando Magic,93,Phoenix Suns,90,,15558,,2015,2014-11-30
246,9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,107,,18843,,2015,2014-11-30
247,9:30p,Toronto Raptors,122,Los Angeles Lakers,129,OT,18997,,2015,2014-11-30
248,7:00p,San Antonio Spurs,109,Philadelphia 76ers,103,,12843,,2015,2014-12-01
249,7:00p,Miami Heat,86,Washington Wizards,107,,15150,,2015,2014-12-01
250,9:00p,Denver Nuggets,103,Utah Jazz,101,,16768,,2015,2014-12-01
251,10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,127,,19060,,2015,2014-12-01
252,7:00p,Milwaukee Bucks,108,Cleveland Cavaliers,111,,20562,,2015,2014-12-02
253,7:30p,Boston Celtics,105,Atlanta Hawks,109,,12705,,2015,2014-12-02
254,7:30p,Los Angeles Lakers,106,Detroit Pistons,96,,14083,,2015,2014-12-02
255,7:30p,Brooklyn Nets,98,New York Knicks,93,,19812,,2015,2014-12-02
256,8:00p,Dallas Mavericks,132,Chicago Bulls,129,2OT,22042,,2015,2014-12-02
257,8:00p,Oklahoma City Thunder,104,New Orleans Pelicans,112,,13903,,2015,2014-12-02
258,9:00p,Portland Trail Blazers,105,Denver Nuggets,103,,12822,,2015,2014-12-02
259,9:00p,Indiana Pacers,99,Phoenix Suns,116,,15059,,2015,2014-12-02
260,10:00p,Toronto Raptors,117,Sacramento Kings,109,,15522,,2015,2014-12-02
261,10:30p,Orlando Magic,97,Golden State Warriors,98,,19596,,2015,2014-12-02
262,7:00p,Chicago Bulls,102,Charlotte Hornets,95,,16887,,2015,2014-12-03
263,7:00p,Los Angeles Lakers,95,Washington Wizards,111,,18490,,2015,2014-12-03
264,7:30p,Detroit Pistons,102,Boston Celtics,109,OT,15870,,2015,2014-12-03
265,7:30p,San Antonio Spurs,93,Brooklyn Nets,95,OT,15989,,2015,2014-12-03
266,7:30p,Atlanta Hawks,112,Miami Heat,102,,19600,,2015,2014-12-03
267,8:00p,Memphis Grizzlies,96,Houston Rockets,105,,18151,,2015,2014-12-03
268,8:00p,Dallas Mavericks,107,Milwaukee Bucks,105,,13568,,2015,2014-12-03
269,8:00p,Philadelphia 76ers,85,Minnesota Timberwolves,77,,10463,,2015,2014-12-03
270,9:00p,Toronto Raptors,123,Utah Jazz,104,,16677,,2015,2014-12-03
271,10:30p,Orlando Magic,86,Los Angeles Clippers,114,,19060,,2015,2014-12-03
272,8:00p,Cleveland Cavaliers,90,New York Knicks,87,,19812,,2015,2014-12-04
273,10:00p,Indiana Pacers,82,Portland Trail Blazers,88,,19191,,2015,2014-12-04
274,10:30p,New Orleans Pelicans,85,Golden State Warriors,112,,19596,,2015,2014-12-04
275,7:00p,New York Knicks,102,Charlotte Hornets,103,,19102,,2015,2014-12-05
276,7:00p,Oklahoma City Thunder,103,Philadelphia 76ers,91,,15092,,2015,2014-12-05
277,7:00p,Denver Nuggets,89,Washington Wizards,119,,19451,,2015,2014-12-05
278,7:30p,Los Angeles Lakers,96,Boston Celtics,113,,18624,,2015,2014-12-05
279,7:30p,Atlanta Hawks,98,Brooklyn Nets,75,,16146,,2015,2014-12-05
280,7:30p,Cleveland Cavaliers,105,Toronto Raptors,91,,20077,,2015,2014-12-05
281,8:00p,San Antonio Spurs,107,Memphis Grizzlies,101,,18119,,2015,2014-12-05
282,8:00p,Houston Rockets,114,Minnesota Timberwolves,112,OT,12101,,2015,2014-12-05
283,8:30p,Phoenix Suns,118,Dallas Mavericks,106,,20010,,2015,2014-12-05
284,8:30p,Miami Heat,85,Milwaukee Bucks,109,,16325,,2015,2014-12-05
285,9:00p,Orlando Magic,98,Utah Jazz,93,,18997,,2015,2014-12-05
286,10:00p,Indiana Pacers,101,Sacramento Kings,102,OT,15512,,2015,2014-12-05
287,7:30p,Philadelphia 76ers,108,Detroit Pistons,101,OT,16514,,2015,2014-12-06
288,8:00p,Golden State Warriors,112,Chicago Bulls,102,,22353,,2015,2014-12-06
289,8:00p,Phoenix Suns,95,Houston Rockets,100,,18060,,2015,2014-12-06
290,8:30p,Minnesota Timberwolves,101,San Antonio Spurs,123,,18581,,2015,2014-12-06
291,10:00p,Orlando Magic,105,Sacramento Kings,96,,16021,,2015,2014-12-06
292,10:30p,New Orleans Pelicans,100,Los Angeles Clippers,120,,19060,,2015,2014-12-06
293,1:00p,Washington Wizards,93,Boston Celtics,101,,16716,,2015,2014-12-07
294,3:30p,Denver Nuggets,84,Atlanta Hawks,96,,12143,,2015,2014-12-07
295,6:00p,Oklahoma City Thunder,96,Detroit Pistons,94,,13090,,2015,2014-12-07
296,6:00p,Miami Heat,87,Memphis Grizzlies,103,,16572,,2015,2014-12-07
297,7:30p,Milwaukee Bucks,102,Dallas Mavericks,125,,19413,,2015,2014-12-07
298,7:30p,Portland Trail Blazers,103,New York Knicks,99,,19812,,2015,2014-12-07
299,9:30p,New Orleans Pelicans,104,Los Angeles Lakers,87,,18997,,2015,2014-12-07
300,7:00p,Atlanta Hawks,108,Indiana Pacers,92,,14519,,2015,2014-12-08
301,7:00p,Boston Celtics,132,Washington Wizards,133,2OT,14828,,2015,2014-12-08
302,7:30p,Cleveland Cavaliers,110,Brooklyn Nets,88,,17732,,2015,2014-12-08
303,7:30p,Denver Nuggets,107,Toronto Raptors,112,OT,19800,,2015,2014-12-08
304,8:00p,Golden State Warriors,102,Minnesota Timberwolves,86,,10296,,2015,2014-12-08
305,10:00p,Utah Jazz,92,Sacramento Kings,101,,16511,,2015,2014-12-08
