,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS_1,Unnamed: 7,Attendee,Notes,Season,Date_New
6675,10:00p,Milwaukee Bucks,129,Los Angeles Clippers,124,,19068,,2020,2019-11-06
6676,8:00p,Boston Celtics,108,Charlotte Hornets,87,,18487,,2020,2019-11-07
6677,8:30p,Oklahoma City Thunder,112,San Antonio Spurs,121,,18354,,2020,2019-11-07
6678,9:00p,Miami Heat,124,Phoenix Suns,108,,15498,,2020,2019-11-07
6679,10:30p,Portland Trail Blazers,101,Los Angeles Clippers,107,,19068,,2020,2019-11-07
6680,7:00p,Detroit Pistons,106,Indiana Pacers,112,,15544,,2020,2019-11-08
6681,7:00p,Memphis Grizzlies,86,Orlando Magic,118,,17021,,2020,2019-11-08
6682,7:00p,Cleveland Cavaliers,113,Washington Wizards,100,,16946,,2020,2019-11-08
6683,7:30p,Sacramento Kings,121,Atlanta Hawks,109,,16447,,2020,2019-11-08
6684,8:00p,Golden State Warriors,119,Minnesota Timberwolves,125,OT,15647,,2020,2019-11-08
6685,8:00p,Toronto Raptors,122,New Orleans Pelicans,104,,16337,,2020,2019-11-08
6686,8:30p,New York Knicks,106,Dallas Mavericks,102,,20257,,2020,2019-11-08
6687,9:00p,Philadelphia 76ers,97,Denver Nuggets,100,,19520,,2020,2019-11-08
6688,9:00p,Milwaukee Bucks,100,Utah Jazz,103,,18306,,2020,2019-11-08
6689,10:00p,Brooklyn Nets,119,Portland Trail Blazers,115,,20089,,2020,2019-11-08
6690,10:30p,Miami Heat,80,Los Angeles Lakers,95,,18997,,2020,2019-11-08
6691,5:00p,Boston Celtics,135,San Antonio Spurs,115,,18354,,2020,2019-11-09
6692,7:00p,New Orleans Pelicans,115,Charlotte Hornets,110,,18513,,2020,2019-11-09
6693,8:00p,Houston Rockets,117,Chicago Bulls,94,,20482,,2020,2019-11-09
6694,8:00p,Dallas Mavericks,138,Memphis Grizzlies,122,,15753,,2020,2019-11-09
6695,8:00p,Golden State Warriors,108,Oklahoma City Thunder,114,,18203,,2020,2019-11-09
6696,3:30p,Denver Nuggets,100,Minnesota Timberwolves,98,OT,13553,,2020,2019-11-10
6697,6:00p,Indiana Pacers,109,Orlando Magic,102,,17118,,2020,2019-11-10
6698,6:00p,Charlotte Hornets,106,Philadelphia 76ers,114,,20311,,2020,2019-11-10
6699,7:00p,Milwaukee Bucks,121,Oklahoma City Thunder,119,,18203,,2020,2019-11-10
6700,7:30p,Cleveland Cavaliers,108,New York Knicks,87,,19812,,2020,2019-11-10
6701,8:00p,Brooklyn Nets,112,Phoenix Suns,138,,17290,,2020,2019-11-10
6702,9:00p,Atlanta Hawks,113,Portland Trail Blazers,124,OT,20041,,2020,2019-11-10
6703,9:30p,Toronto Raptors,113,Los Angeles Lakers,104,,18997,,2020,2019-11-10
6704,7:00p,Minnesota Timberwolves,120,Detroit Pistons,114,,12526,,2020,2019-11-11
6705,7:30p,Dallas Mavericks,106,Boston Celtics,116,,18624,,2020,2019-11-11
6706,7:30p,Memphis Grizzlies,113,San Antonio Spurs,109,,18627,,2020,2019-11-11
6707,8:00p,Houston Rockets,122,New Orleans Pelicans,116,,16695,,2020,2019-11-11
6708,10:30p,Utah Jazz,122,Golden State Warriors,108,,18064,,2020,2019-11-11
6709,10:30p,Toronto Raptors,88,Los Angeles Clippers,98,,19068,,2020,2019-11-11
6710,7:00p,Oklahoma City Thunder,85,Indiana Pacers,111,,15838,,2020,2019-11-12
6711,7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,98,,20294,,2020,2019-11-12
6712,7:30p,Detroit Pistons,108,Miami Heat,117,,19600,,2020,2019-11-12
6713,8:00p,New York Knicks,102,Chicago Bulls,120,,18668,,2020,2019-11-12
6714,9:00p,Atlanta Hawks,125,Denver Nuggets,121,,18327,,2020,2019-11-12
6715,9:00p,Los Angeles Lakers,123,Phoenix Suns,115,,18055,,2020,2019-11-12
6716,9:00p,Brooklyn Nets,114,Utah Jazz,119,,18306,,2020,2019-11-12
6717,10:00p,Portland Trail Blazers,99,Sacramento Kings,107,,16358,,2020,2019-11-12
6718,7:00p,Memphis Grizzlies,119,Charlotte Hornets,117,,13155,,2020,2019-11-13
6719,7:00p,Philadelphia 76ers,97,Orlando Magic,112,,15113,,2020,2019-11-13
6720,7:30p,Washington Wizards,133,Boston Celtics,140,,19156,,2020,2019-11-13
6721,7:30p,Los Angeles Clippers,93,Houston Rockets,102,,18055,,2020,2019-11-13
6722,8:00p,San Antonio Spurs,114,Minnesota Timberwolves,129,,11581,,2020,2019-11-13
6723,10:00p,Golden State Warriors,94,Los Angeles Lakers,120,,18997,,2020,2019-11-13
6724,10:00p,Toronto Raptors,114,Portland Trail Blazers,106,,19544,,2020,2019-11-13
6725,6:00p,Miami Heat,108,Cleveland Cavaliers,97,,17374,,2020,2019-11-14
6726,8:00p,Chicago Bulls,115,Milwaukee Bucks,124,,17627,,2020,2019-11-14
6727,8:00p,Los Angeles Clippers,127,New Orleans Pelicans,132,,17147,,2020,2019-11-14
6728,8:00p,Dallas Mavericks,103,New York Knicks,106,,19812,,2020,2019-11-14
6729,9:00p,Atlanta Hawks,112,Phoenix Suns,128,,15143,,2020,2019-11-14
6730,10:30p,Brooklyn Nets,93,Denver Nuggets,101,,18394,,2020,2019-11-14
6731,7:00p,Detroit Pistons,106,Charlotte Hornets,109,,16778,,2020,2019-11-15
6732,7:00p,San Antonio Spurs,109,Orlando Magic,111,,16296,,2020,2019-11-15
6733,8:00p,Indiana Pacers,102,Houston Rockets,111,,18055,,2020,2019-11-15
6734,8:00p,Utah Jazz,106,Memphis Grizzlies,107,,16422,,2020,2019-11-15
6735,8:00p,Washington Wizards,137,Minnesota Timberwolves,116,,12716,,2020,2019-11-15
6736,8:00p,Philadelphia 76ers,119,Oklahoma City Thunder,127,OT,18203,,2020,2019-11-15
6737,10:30p,Boston Celtics,105,Golden State Warriors,100,,18064,,2020,2019-11-15
6738,10:30p,Sacramento Kings,97,Los Angeles Lakers,99,,18997,,2020,2019-11-15
6739,6:00p,Brooklyn Nets,117,Chicago Bulls,111,,19148,,2020,2019-11-16
6740,7:00p,Milwaukee Bucks,102,Indiana Pacers,83,,17024,,2020,2019-11-16
6741,7:30p,Charlotte Hornets,103,New York Knicks,102,,19401,,2020,2019-11-16
6742,8:00p,New Orleans Pelicans,94,Miami Heat,109,,19600,,2020,2019-11-16
6743,8:00p,Houston Rockets,125,Minnesota Timberwolves,105,,18978,,2020,2019-11-16
6744,8:30p,Toronto Raptors,102,Dallas Mavericks,110,,19926,,2020,2019-11-16
6745,8:30p,Portland Trail Blazers,121,San Antonio Spurs,116,,18534,,2020,2019-11-16
6746,10:30p,Atlanta Hawks,101,Los Angeles Clippers,150,,19068,,2020,2019-11-16
6747,3:00p,Philadelphia 76ers,114,Cleveland Cavaliers,95,,19432,,2020,2019-11-17
6748,3:30p,Boston Celtics,99,Sacramento Kings,100,,16633,,2020,2019-11-17
6749,6:00p,Denver Nuggets,131,Memphis Grizzlies,114,,14227,,2020,2019-11-17
6750,6:00p,Washington Wizards,121,Orlando Magic,125,,16344,,2020,2019-11-17
6751,7:00p,Golden State Warriors,100,New Orleans Pelicans,108,,16812,,2020,2019-11-17
6752,9:30p,Atlanta Hawks,101,Los Angeles Lakers,122,,18997,,2020,2019-11-17
6753,7:00p,Cleveland Cavaliers,105,New York Knicks,123,,17097,,2020,2019-11-18
6754,7:30p,Indiana Pacers,115,Brooklyn Nets,86,,14140,,2020,2019-11-18
6755,7:30p,Charlotte Hornets,96,Toronto Raptors,132,,19800,,2020,2019-11-18
6756,8:00p,Milwaukee Bucks,115,Chicago Bulls,101,,17565,,2020,2019-11-18
6757,8:00p,Portland Trail Blazers,108,Houston Rockets,132,,18055,,2020,2019-11-18
6758,8:30p,San Antonio Spurs,110,Dallas Mavericks,117,,19637,,2020,2019-11-18
6759,9:00p,Boston Celtics,99,Phoenix Suns,85,,15193,,2020,2019-11-18
6760,9:00p,Minnesota Timberwolves,112,Utah Jazz,102,,18306,,2020,2019-11-18
6761,10:30p,Oklahoma City Thunder,88,Los Angeles Clippers,90,,19068,,2020,2019-11-18
6762,8:00p,Golden State Warriors,114,Memphis Grizzlies,95,,14511,,2020,2019-11-19
6763,8:00p,Portland Trail Blazers,104,New Orleans Pelicans,115,,15021,,2020,2019-11-19
6764,10:00p,Phoenix Suns,116,Sacramento Kings,120,,16732,,2020,2019-11-19
6765,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,112,,18997,,2020,2019-11-19
6766,7:00p,New York Knicks,104,Philadelphia 76ers,109,,20384,,2020,2019-11-20
6767,7:00p,San Antonio Spurs,132,Washington Wizards,138,,14579,,2020,2019-11-20
6768,7:30p,Milwaukee Bucks,135,Atlanta Hawks,127,,16441,,2020,2019-11-20
6769,7:30p,Charlotte Hornets,91,Brooklyn Nets,101,,14011,,2020,2019-11-20
6770,7:30p,Golden State Warriors,94,Dallas Mavericks,142,,19569,,2020,2019-11-20
6771,7:30p,Cleveland Cavaliers,100,Miami Heat,124,,19600,,2020,2019-11-20
6772,7:30p,Orlando Magic,97,Toronto Raptors,113,,19800,,2020,2019-11-20
6773,8:00p,Detroit Pistons,89,Chicago Bulls,109,,18119,,2020,2019-11-20
6774,8:00p,Utah Jazz,103,Minnesota Timberwolves,95,,13177,,2020,2019-11-20
6775,9:00p,Houston Rockets,95,Denver Nuggets,105,,17778,,2020,2019-11-20
6776,10:00p,Boston Celtics,104,Los Angeles Clippers,107,OT,19068,,2020,2019-11-20
6777,8:00p,Portland Trail Blazers,129,Milwaukee Bucks,137,,17385,,2020,2019-11-21
6778,10:30p,New Orleans Pelicans,124,Phoenix Suns,121,,13903,,2020,2019-11-21
6779,7:00p,Atlanta Hawks,103,Detroit Pistons,128,,15399,,2020,2019-11-22
6780,7:00p,Charlotte Hornets,118,Washington Wizards,125,,15053,,2020,2019-11-22
6781,7:30p,Sacramento Kings,97,Brooklyn Nets,116,,15619,,2020,2019-11-22
6782,8:00p,Miami Heat,116,Chicago Bulls,108,,18953,,2020,2019-11-22
6783,8:00p,Los Angeles Lakers,130,Oklahoma City Thunder,127,,18203,,2020,2019-11-22
6784,8:00p,San Antonio Spurs,104,Philadelphia 76ers,115,,20927,,2020,2019-11-22
6785,8:30p,Cleveland Cavaliers,101,Dallas Mavericks,143,,19639,,2020,2019-11-22
6786,9:00p,Boston Celtics,92,Denver Nuggets,96,,19520,,2020,2019-11-22
6787,9:00p,Golden State Warriors,109,Utah Jazz,113,,18306,,2020,2019-11-22
6788,10:30p,Houston Rockets,119,Los Angeles Clippers,122,,19068,,2020,2019-11-22
6789,5:00p,Phoenix Suns,100,Minnesota Timberwolves,98,,17362,,2020,2019-11-23
6790,7:00p,Chicago Bulls,116,Charlotte Hornets,115,,17891,,2020,2019-11-23
6791,7:00p,Orlando Magic,106,Indiana Pacers,111,,16446,,2020,2019-11-23
6792,7:30p,Toronto Raptors,119,Atlanta Hawks,116,,16931,,2020,2019-11-23
6793,7:30p,San Antonio Spurs,111,New York Knicks,104,,19320,,2020,2019-11-23
6794,7:30p,Miami Heat,86,Philadelphia 76ers,113,,21017,,2020,2019-11-23
6795,8:00p,Portland Trail Blazers,104,Cleveland Cavaliers,110,,19432,,2020,2019-11-23
6796,8:00p,Los Angeles Lakers,109,Memphis Grizzlies,108,,17794,,2020,2019-11-23
6797,8:30p,Detroit Pistons,90,Milwaukee Bucks,104,,17585,,2020,2019-11-23
6798,9:00p,New Orleans Pelicans,120,Utah Jazz,128,,18306,,2020,2019-11-23
6799,3:30p,Dallas Mavericks,137,Houston Rockets,123,,18055,,2020,2019-11-24
6800,6:00p,Brooklyn Nets,103,New York Knicks,101,,18770,,2020,2019-11-24
6801,6:00p,Sacramento Kings,113,Washington Wizards,106,,15885,,2020,2019-11-24
6802,8:00p,Phoenix Suns,104,Denver Nuggets,116,,19520,,2020,2019-11-24
6803,9:00p,New Orleans Pelicans,109,Los Angeles Clippers,134,,19068,,2020,2019-11-24
6804,7:00p,Brooklyn Nets,108,Cleveland Cavaliers,106,,17143,,2020,2019-11-25
6805,7:00p,Orlando Magic,88,Detroit Pistons,103,,14695,,2020,2019-11-25
6806,7:00p,Memphis Grizzlies,114,Indiana Pacers,126,,15141,,2020,2019-11-25
6807,7:30p,Minnesota Timberwolves,125,Atlanta Hawks,113,,16218,,2020,2019-11-25
6808,7:30p,Sacramento Kings,102,Boston Celtics,103,,19156,,2020,2019-11-25
6809,7:30p,Charlotte Hornets,100,Miami Heat,117,,19600,,2020,2019-11-25
6810,7:30p,Philadelphia 76ers,96,Toronto Raptors,101,,19800,,2020,2019-11-25
6811,8:00p,Portland Trail Blazers,117,Chicago Bulls,94,,18776,,2020,2019-11-25
6812,8:00p,Utah Jazz,118,Milwaukee Bucks,122,,17385,,2020,2019-11-25
6813,8:30p,Los Angeles Lakers,114,San Antonio Spurs,104,,18498,,2020,2019-11-25
6814,10:30p,Oklahoma City Thunder,100,Golden State Warriors,97,,18064,,2020,2019-11-25
6815,8:30p,Los Angeles Clippers,114,Dallas Mavericks,99,,20407,,2020,2019-11-26
6816,9:00p,Washington Wizards,104,Denver Nuggets,117,,18673,,2020,2019-11-26
6817,7:00p,Brooklyn Nets,110,Boston Celtics,121,,19156,,2020,2019-11-27
6818,7:00p,Detroit Pistons,101,Charlotte Hornets,102,,15535,,2020,2019-11-27
6819,7:00p,Orlando Magic,116,Cleveland Cavaliers,104,,17712,,2020,2019-11-27
6820,7:00p,Utah Jazz,102,Indiana Pacers,121,,17027,,2020,2019-11-27
6821,7:00p,Sacramento Kings,91,Philadelphia 76ers,97,,20592,,2020,2019-11-27
6822,7:30p,New York Knicks,98,Toronto Raptors,126,,19800,,2020,2019-11-27
6823,8:00p,Miami Heat,108,Houston Rockets,117,,18055,,2020,2019-11-27
6824,8:00p,Los Angeles Clippers,121,Memphis Grizzlies,119,,16721,,2020,2019-11-27
6825,8:00p,Atlanta Hawks,102,Milwaukee Bucks,111,,17525,,2020,2019-11-27
6826,8:30p,Minnesota Timberwolves,113,San Antonio Spurs,101,,18354,,2020,2019-11-27
6827,9:00p,Washington Wizards,140,Phoenix Suns,132,,14123,,2020,2019-11-27
6828,9:30p,Los Angeles Lakers,114,New Orleans Pelicans,110,,18626,,2020,2019-11-27
6829,10:00p,Oklahoma City Thunder,119,Portland Trail Blazers,136,,19870,,2020,2019-11-27
6830,10:30p,Chicago Bulls,90,Golden State Warriors,104,,18064,,2020,2019-11-27
6831,12:00p,Boston Celtics,107,Brooklyn Nets,112,,17732,,2020,2019-11-29
6832,7:00p,Charlotte Hornets,110,Detroit Pistons,107,,15006,,2020,2019-11-29
6833,7:00p,Toronto Raptors,90,Orlando Magic,83,,17014,,2020,2019-11-29
6834,7:30p,Milwaukee Bucks,119,Cleveland Cavaliers,110,,19432,,2020,2019-11-29
6835,7:30p,Philadelphia 76ers,101,New York Knicks,95,,18109,,2020,2019-11-29
6836,8:00p,Atlanta Hawks,104,Indiana Pacers,105,OT,15827,,2020,2019-11-29
6837,8:00p,Utah Jazz,103,Memphis Grizzlies,94,,16605,,2020,2019-11-29
6838,8:00p,Golden State Warriors,105,Miami Heat,122,,19600,,2020,2019-11-29
6839,8:00p,New Orleans Pelicans,104,Oklahoma City Thunder,109,,18203,,2020,2019-11-29
6840,8:30p,Los Angeles Clippers,97,San Antonio Spurs,107,,18354,,2020,2019-11-29
6841,9:00p,Dallas Mavericks,120,Phoenix Suns,113,,18055,,2020,2019-11-29
6842,10:00p,Chicago Bulls,103,Portland Trail Blazers,107,,20139,,2020,2019-11-29
6843,10:30p,Washington Wizards,103,Los Angeles Lakers,125,,18997,,2020,2019-11-29
6844,5:00p,Denver Nuggets,97,Sacramento Kings,100,OT,17583,,2020,2019-11-30
6845,7:00p,Indiana Pacers,116,Philadelphia 76ers,119,,20517,,2020,2019-11-30
6846,8:00p,Atlanta Hawks,111,Houston Rockets,158,,18055,,2020,2019-11-30
6847,8:00p,Charlotte Hornets,96,Milwaukee Bucks,137,,17550,,2020,2019-11-30
6848,3:00p,Miami Heat,109,Brooklyn Nets,106,,17026,,2020,2019-12-01
6849,3:30p,Memphis Grizzlies,115,Minnesota Timberwolves,107,,12276,,2020,2019-12-01
6850,3:30p,Boston Celtics,113,New York Knicks,104,,18005,,2020,2019-12-01
6851,4:00p,Dallas Mavericks,114,Los Angeles Lakers,100,,18997,,2020,2019-12-01
6852,5:00p,San Antonio Spurs,98,Detroit Pistons,132,,14270,,2020,2019-12-01
6853,5:00p,Oklahoma City Thunder,107,New Orleans Pelicans,104,,15427,,2020,2019-12-01
6854,6:00p,Golden State Warriors,96,Orlando Magic,100,,15052,,2020,2019-12-01
6855,6:00p,Utah Jazz,110,Toronto Raptors,130,,18132,,2020,2019-12-01
6856,10:30p,Washington Wizards,125,Los Angeles Clippers,150,,19068,,2020,2019-12-01
6857,7:00p,Phoenix Suns,109,Charlotte Hornets,104,,11221,,2020,2019-12-02
6858,7:00p,Utah Jazz,94,Philadelphia 76ers,103,,20208,,2020,2019-12-02
6859,7:30p,Golden State Warriors,79,Atlanta Hawks,104,,14278,,2020,2019-12-02
6860,8:00p,Indiana Pacers,117,Memphis Grizzlies,104,,11919,,2020,2019-12-02
6861,8:00p,New York Knicks,88,Milwaukee Bucks,132,,17385,,2020,2019-12-02
6862,10:00p,Chicago Bulls,113,Sacramento Kings,106,,17257,,2020,2019-12-02
6863,7:00p,Detroit Pistons,127,Cleveland Cavaliers,94,,17504,,2020,2019-12-03
6864,7:00p,Orlando Magic,127,Washington Wizards,120,,13159,,2020,2019-12-03
6865,7:30p,Dallas Mavericks,118,New Orleans Pelicans,97,,14664,,2020,2019-12-03
6866,7:30p,Miami Heat,121,Toronto Raptors,110,OT,19800,,2020,2019-12-03
6867,8:30p,Houston Rockets,133,San Antonio Spurs,135,2OT,18354,,2020,2019-12-03
6868,9:00p,Los Angeles Lakers,105,Denver Nuggets,96,,19658,,2020,2019-12-03
6869,10:00p,Portland Trail Blazers,97,Los Angeles Clippers,117,,19068,,2020,2019-12-03
6870,7:00p,Golden State Warriors,91,Charlotte Hornets,106,,14355,,2020,2019-12-04
6871,7:00p,Milwaukee Bucks,127,Detroit Pistons,103,,15742,,2020,2019-12-04
6872,7:00p,Phoenix Suns,114,Orlando Magic,128,,15176,,2020,2019-12-04
6873,7:30p,Brooklyn Nets,130,Atlanta Hawks,118,,15694,,2020,2019-12-04
6874,7:30p,Miami Heat,93,Boston Celtics,112,,19156,,2020,2019-12-04
6875,8:00p,Memphis Grizzlies,99,Chicago Bulls,106,,15017,,2020,2019-12-04
6876,8:00p,Indiana Pacers,107,Oklahoma City Thunder,100,,18203,,2020,2019-12-04
6877,8:30p,Minnesota Timberwolves,114,Dallas Mavericks,121,,19671,,2020,2019-12-04
6878,9:00p,Los Angeles Lakers,121,Utah Jazz,96,,18306,,2020,2019-12-04
6879,10:00p,Sacramento Kings,116,Portland Trail Blazers,127,,19393,,2020,2019-12-04
6880,7:00p,Philadelphia 76ers,113,Washington Wizards,119,,16554,,2020,2019-12-05
6881,7:30p,Denver Nuggets,129,New York Knicks,92,,18171,,2020,2019-12-05
6882,7:30p,Houston Rockets,119,Toronto Raptors,109,,19800,,2020,2019-12-05
6883,8:00p,Phoenix Suns,139,New Orleans Pelicans,132,OT,15607,,2020,2019-12-05
6884,7:00p,Brooklyn Nets,111,Charlotte Hornets,104,,15075,,2020,2019-12-06
6885,7:00p,Orlando Magic,93,Cleveland Cavaliers,87,,18446,,2020,2019-12-06
6886,7:00p,Indiana Pacers,101,Detroit Pistons,108,,14894,,2020,2019-12-06
6887,8:00p,Denver Nuggets,95,Boston Celtics,108,,19156,,2020,2019-12-06
6888,8:00p,Golden State Warriors,100,Chicago Bulls,98,,18841,,2020,2019-12-06
6889,8:00p,Washington Wizards,103,Miami Heat,112,,19600,,2020,2019-12-06
6890,8:00p,Minnesota Timberwolves,127,Oklahoma City Thunder,139,OT,18203,,2020,2019-12-06
6891,8:30p,Los Angeles Clippers,91,Milwaukee Bucks,119,,17732,,2020,2019-12-06
6892,8:30p,Sacramento Kings,104,San Antonio Spurs,105,OT,18354,,2020,2019-12-06
6893,10:30p,Los Angeles Lakers,136,Portland Trail Blazers,113,,19912,,2020,2019-12-06
6894,2:00p,New Orleans Pelicans,84,Dallas Mavericks,130,,19456,,2020,2019-12-07
6895,7:30p,Indiana Pacers,104,New York Knicks,103,,19110,,2020,2019-12-07
6896,7:30p,Cleveland Cavaliers,94,Philadelphia 76ers,141,,20844,,2020,2019-12-07
6897,8:00p,Phoenix Suns,109,Houston Rockets,115,,18055,,2020,2019-12-07
6898,10:00p,Memphis Grizzlies,112,Utah Jazz,126,,18306,,2020,2019-12-07
6899,3:00p,Denver Nuggets,102,Brooklyn Nets,105,,16679,,2020,2019-12-08
6900,5:00p,Atlanta Hawks,122,Charlotte Hornets,107,,15489,,2020,2019-12-08
6901,6:00p,Chicago Bulls,105,Miami Heat,110,OT,19600,,2020,2019-12-08
6902,6:00p,Toronto Raptors,104,Philadelphia 76ers,110,,20313,,2020,2019-12-08
6903,6:00p,Los Angeles Clippers,135,Washington Wizards,119,,15946,,2020,2019-12-08
6904,7:00p,Sacramento Kings,110,Dallas Mavericks,106,,19566,,2020,2019-12-08
6905,9:00p,Oklahoma City Thunder,108,Portland Trail Blazers,96,,19393,,2020,2019-12-08
6906,9:30p,Minnesota Timberwolves,125,Los Angeles Lakers,142,,18997,,2020,2019-12-08
6907,7:00p,Los Angeles Clippers,110,Indiana Pacers,99,,14644,,2020,2019-12-09
6908,7:30p,Cleveland Cavaliers,88,Boston Celtics,110,,19156,,2020,2019-12-09
6909,8:00p,Toronto Raptors,93,Chicago Bulls,92,,14775,,2020,2019-12-09
6910,8:00p,Sacramento Kings,119,Houston Rockets,118,,18055,,2020,2019-12-09
6911,8:00p,Orlando Magic,101,Milwaukee Bucks,110,,17385,,2020,2019-12-09
6912,8:00p,Detroit Pistons,105,New Orleans Pelicans,103,,13694,,2020,2019-12-09
6913,9:00p,Minnesota Timberwolves,109,Phoenix Suns,125,,13230,,2020,2019-12-09
6914,9:00p,Oklahoma City Thunder,104,Utah Jazz,90,,18306,,2020,2019-12-09
6915,10:30p,Memphis Grizzlies,110,Golden State Warriors,102,,18064,,2020,2019-12-09
6916,7:00p,Washington Wizards,107,Charlotte Hornets,114,,10626,,2020,2019-12-10
6917,8:00p,Atlanta Hawks,121,Miami Heat,135,OT,19600,,2020,2019-12-10
6918,8:00p,Denver Nuggets,92,Philadelphia 76ers,97,,20591,,2020,2019-12-10
6919,10:00p,New York Knicks,87,Portland Trail Blazers,115,,19393,,2020,2019-12-10
6920,7:00p,Houston Rockets,116,Cleveland Cavaliers,110,,17122,,2020,2019-12-11
6921,7:00p,Boston Celtics,117,Indiana Pacers,122,,15637,,2020,2019-12-11
6922,7:00p,Los Angeles Lakers,96,Orlando Magic,87,,18846,,2020,2019-12-11
6923,7:00p,Los Angeles Clippers,112,Toronto Raptors,92,,20144,,2020,2019-12-11
6924,7:30p,Charlotte Hornets,113,Brooklyn Nets,108,,15631,,2020,2019-12-11
6925,8:00p,Atlanta Hawks,102,Chicago Bulls,136,,15084,,2020,2019-12-11
6926,8:00p,Utah Jazz,127,Minnesota Timberwolves,116,,12369,,2020,2019-12-11
6927,9:00p,Memphis Grizzlies,115,Phoenix Suns,108,,12254,,2020,2019-12-11
6928,9:30p,New Orleans Pelicans,112,Milwaukee Bucks,127,,17385,,2020,2019-12-11
6929,10:00p,Oklahoma City Thunder,93,Sacramento Kings,94,,16723,,2020,2019-12-11
6930,10:30p,New York Knicks,124,Golden State Warriors,122,OT,18064,,2020,2019-12-11
6931,8:00p,Philadelphia 76ers,115,Boston Celtics,109,,19156,,2020,2019-12-12
6932,8:30p,Cleveland Cavaliers,117,San Antonio Spurs,109,OT,18354,,2020,2019-12-12
6933,9:00p,Dallas Mavericks,122,Detroit Pistons,111,,20064,"at Mexico City, Mexico",2020,2019-12-12
6934,10:30p,Portland Trail Blazers,99,Denver Nuggets,114,,18828,,2020,2019-12-12
6935,7:00p,Los Angeles Lakers,113,Miami Heat,110,,20013,,2020,2019-12-13
6936,7:00p,Houston Rockets,130,Orlando Magic,107,,16335,,2020,2019-12-13
6937,7:00p,New Orleans Pelicans,109,Philadelphia 76ers,116,,20620,,2020,2019-12-13
6938,7:30p,Indiana Pacers,110,Atlanta Hawks,100,,15121,,2020,2019-12-13
6939,8:00p,Charlotte Hornets,83,Chicago Bulls,73,,18377,,2020,2019-12-13
6940,8:00p,Milwaukee Bucks,127,Memphis Grizzlies,114,,16109,,2020,2019-12-13
6941,9:00p,Golden State Warriors,106,Utah Jazz,114,,18306,,2020,2019-12-13
6942,9:30p,Los Angeles Clippers,124,Minnesota Timberwolves,117,,17585,,2020,2019-12-13
6943,10:00p,New York Knicks,103,Sacramento Kings,101,,17583,,2020,2019-12-13
6944,5:00p,San Antonio Spurs,121,Phoenix Suns,119,OT,20013,"at Mexico City, Mexico",2020,2019-12-14
6945,7:30p,Brooklyn Nets,102,Toronto Raptors,110,,19800,,2020,2019-12-14
6946,8:00p,Los Angeles Clippers,106,Chicago Bulls,109,,18426,,2020,2019-12-14
6947,8:00p,Washington Wizards,111,Memphis Grizzlies,128,,15631,,2020,2019-12-14
6948,8:30p,Miami Heat,122,Dallas Mavericks,118,OT,20333,,2020,2019-12-14
6949,8:30p,Cleveland Cavaliers,108,Milwaukee Bucks,125,,17481,,2020,2019-12-14
6950,9:00p,Oklahoma City Thunder,102,Denver Nuggets,110,,19520,,2020,2019-12-14
6951,9:00p,Detroit Pistons,115,Houston Rockets,107,,18055,,2020,2019-12-14
6952,3:30p,Orlando Magic,130,New Orleans Pelicans,119,,15388,,2020,2019-12-15
6953,5:00p,Charlotte Hornets,85,Indiana Pacers,107,,16061,,2020,2019-12-15
6954,6:00p,Los Angeles Lakers,101,Atlanta Hawks,96,,16962,,2020,2019-12-15
6955,6:00p,Philadelphia 76ers,89,Brooklyn Nets,109,,17732,,2020,2019-12-15
6956,8:00p,New York Knicks,105,Denver Nuggets,111,,18867,,2020,2019-12-15
6957,8:30p,Sacramento Kings,100,Golden State Warriors,79,,18064,,2020,2019-12-15
6958,7:00p,Washington Wizards,133,Detroit Pistons,119,,14632,,2020,2019-12-16
6959,7:30p,Cleveland Cavaliers,113,Toronto Raptors,133,,19800,,2020,2019-12-16
6960,8:00p,San Antonio Spurs,107,Houston Rockets,109,,18055,,2020,2019-12-16
6961,8:00p,Miami Heat,111,Memphis Grizzlies,118,,14021,,2020,2019-12-16
6962,8:00p,Dallas Mavericks,120,Milwaukee Bucks,116,,17727,,2020,2019-12-16
6963,8:00p,Chicago Bulls,106,Oklahoma City Thunder,109,,18203,,2020,2019-12-16
6964,9:00p,Portland Trail Blazers,111,Phoenix Suns,110,,14193,,2020,2019-12-16
6965,7:00p,Sacramento Kings,102,Charlotte Hornets,110,,13229,,2020,2019-12-17
6966,7:00p,Los Angeles Lakers,102,Indiana Pacers,105,,17923,,2020,2019-12-17
6967,7:30p,Atlanta Hawks,120,New York Knicks,143,,18268,,2020,2019-12-17
6968,8:00p,Brooklyn Nets,108,New Orleans Pelicans,101,OT,15177,,2020,2019-12-17
6969,9:00p,Orlando Magic,102,Utah Jazz,109,,18306,,2020,2019-12-17
6970,10:30p,Phoenix Suns,99,Los Angeles Clippers,120,,19068,,2020,2019-12-17
6971,7:00p,Charlotte Hornets,98,Cleveland Cavaliers,100,,17023,,2020,2019-12-18
6972,7:00p,Toronto Raptors,112,Detroit Pistons,99,,15319,,2020,2019-12-18
6973,7:00p,Miami Heat,108,Philadelphia 76ers,104,,20715,,2020,2019-12-18
